lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
146,186.3,0,8,11,4,2,0,2018,2,0
21,72.42,1,5,9,4,1,1,2018,2,0
104,110.1,0,5,4,4,3,0,2018,1,0
40,108.23,0,3,21,4,3,1,2018,2,0
27,83.0,0,9,22,3,2,0,2017,1,0
34,169.2,0,11,7,4,2,1,2018,1,0
54,149.4,2,9,25,4,1,2,2018,2,0
222,111.35,2,9,29,4,3,1,2018,2,1
93,105.4,0,4,26,4,5,1,2018,2,0
2,80.0,0,1,29,4,1,0,2018,1,0
13,75.0,0,3,20,3,0,1,2018,1,0
15,90.33,1,12,10,4,1,2,2018,2,0
110,94.5,0,7,25,3,1,2,2017,2,1
113,105.3,0,8,1,4,1,1,2018,2,1
117,72.67,0,4,29,4,2,0,2018,2,1
164,96.3,0,8,29,4,2,1,2018,2,1
129,124.2,2,8,16,4,5,0,2018,2,0
115,135.9,2,6,14,4,3,0,2018,2,0
6,88.0,1,12,12,4,0,1,2018,1,0
45,71.1,0,3,12,4,1,1,2018,2,1
64,144.5,0,4,9,4,2,2,2018,2,0
26,85.0,0,10,16,3,0,2,2018,2,0
0,147.59,0,9,16,4,1,0,2018,2,0
80,94.6,1,11,4,4,2,1,2018,2,0
35,79.0,1,12,14,2,1,0,2018,1,0
10,180.0,1,10,19,4,4,0,2018,2,0
1,106.2,1,9,29,4,1,0,2018,2,0
21,160.0,2,8,21,4,2,2,2018,2,0
2,67.0,0,11,25,2,1,0,2018,1,0
101,126.9,0,5,6,4,2,0,2018,2,1
4,70.0,0,1,8,3,2,1,2018,2,0
110,98.2,1,7,23,3,1,0,2017,2,0
58,159.3,2,6,10,4,2,1,2018,3,0
3,162.0,0,8,10,4,1,1,2017,2,0
106,152.1,0,8,24,4,4,0,2018,3,1
178,88.77,0,8,27,4,1,1,2018,0,1
2,133.0,2,8,19,4,2,0,2018,1,0
73,107.95,1,4,9,4,2,2,2018,2,1
44,95.0,1,4,23,3,1,2,2018,2,0
6,70.07,1,2,13,4,1,0,2018,2,0
1,60.0,0,2,28,4,1,2,2018,1,1
0,75.0,0,12,21,4,0,1,2017,2,0
68,137.7,2,7,23,4,2,2,2018,3,0
1,0.0,1,11,9,1,4,2,2018,1,0
59,67.91,1,11,21,4,1,1,2018,1,1
21,125.0,2,12,28,4,1,1,2017,2,0
46,67.5,0,11,4,3,2,0,2018,1,0
56,82.0,0,9,17,3,2,0,2017,2,0
57,96.3,0,4,18,4,1,1,2018,2,1
215,97.71,0,9,28,4,2,0,2018,2,1
120,125.55,0,8,15,4,3,1,2018,2,1
88,58.68,1,2,13,4,6,2,2018,2,0
308,52.0,0,11,25,3,2,0,2018,2,1
13,75.0,1,8,7,4,1,0,2017,2,0
33,125.1,1,7,23,4,1,2,2018,2,0
63,63.75,1,3,10,4,3,1,2018,2,0
82,181.7,1,7,9,4,1,0,2018,3,0
55,190.8,0,10,6,4,3,0,2018,2,1
109,68.72,0,7,13,4,4,2,2018,2,0
39,109.0,0,8,14,3,2,0,2017,2,0
2,0.0,3,1,27,1,1,0,2018,1,0
32,136.52,1,8,14,4,0,1,2018,2,0
103,80.0,0,5,4,3,3,0,2018,2,0
37,90.95,1,11,11,4,4,0,2017,2,0
140,70.0,0,12,29,3,5,0,2017,2,0
51,119.7,0,4,27,4,1,0,2018,1,1
13,110.4,0,8,21,4,3,2,2018,3,0
129,146.7,3,8,17,4,1,0,2018,3,0
125,102.8,2,6,19,4,1,2,2018,2,0
83,159.3,2,8,8,4,2,1,2018,3,0
26,99.2,0,3,30,2,2,0,2018,1,0
213,92.29,1,6,30,4,5,2,2018,2,0
386,90.0,0,10,23,3,0,2,2018,1,1
80,85.0,0,9,4,3,4,2,2018,1,0
90,96.3,0,3,25,4,2,1,2018,2,0
3,156.0,0,8,24,4,1,1,2017,2,0
2,89.0,0,4,24,4,0,1,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,0
219,76.67,0,9,4,3,2,1,2017,1,0
27,139.0,1,10,5,4,2,0,2018,1,0
30,125.1,1,8,5,4,2,1,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,1
3,132.0,1,6,15,4,3,0,2018,2,0
4,118.58,1,9,25,4,0,2,2018,1,0
273,95.0,0,5,13,4,2,1,2018,2,1
105,75.0,0,4,6,4,1,0,2018,2,1
116,76.0,0,2,28,3,2,2,2018,1,0
157,68.0,0,12,8,3,3,0,2018,2,0
72,146.7,1,7,27,4,2,0,2018,3,0
45,0.0,0,11,24,1,3,1,2018,2,0
377,90.0,0,10,14,3,2,0,2018,1,1
51,107.1,0,7,6,4,1,0,2018,2,1
57,90.67,1,6,10,3,2,1,2018,2,0
5,90.0,0,10,19,3,2,1,2017,2,0
160,125.8,0,7,2,4,4,2,2018,3,1
116,61.0,0,2,28,3,1,2,2018,1,1
7,112.0,0,5,21,3,1,1,2018,2,0
146,94.5,1,7,27,4,3,0,2018,2,0
160,132.3,0,10,3,4,3,1,2018,2,1
10,110.0,0,9,26,0,3,1,2018,1,0
53,88.0,1,11,4,4,2,0,2018,2,0
20,65.0,0,6,29,2,1,0,2018,1,0
86,122.0,0,12,8,4,3,0,2018,2,1
4,133.0,2,9,22,4,3,0,2017,2,0
70,121.5,0,8,31,4,2,0,2018,1,1
30,149.4,0,5,11,4,4,0,2018,2,1
119,72.25,3,12,26,4,1,2,2017,2,0
38,103.95,0,3,20,4,2,2,2018,2,0
10,145.0,2,10,3,4,1,1,2018,1,0
122,198.9,2,8,25,4,3,0,2018,2,0
49,69.22,1,1,15,4,2,0,2018,2,0
40,196.0,1,10,21,4,1,0,2018,3,0
323,112.0,1,5,17,3,4,0,2018,2,1
6,122.48,3,12,30,4,2,2,2018,2,0
338,90.67,1,10,7,3,2,1,2018,2,0
97,102.3,0,4,16,4,1,2,2018,2,0
166,87.5,3,11,12,4,4,2,2018,2,0
80,79.2,1,11,20,4,1,2,2018,2,1
26,153.67,2,6,1,4,3,0,2018,2,0
180,108.9,0,10,1,4,1,2,2018,2,1
32,105.0,1,7,18,3,1,1,2018,2,0
7,79.0,0,11,3,2,1,0,2018,1,0
47,125.1,1,9,9,4,2,0,2018,2,0
89,55.63,2,11,28,4,1,2,2017,2,0
38,168.3,0,8,17,4,1,0,2018,3,0
86,100.0,0,9,9,2,2,0,2017,2,1
63,90.06,0,4,22,4,3,2,2018,2,0
21,94.5,1,5,10,4,1,0,2018,1,0
191,93.5,1,9,2,4,4,0,2017,2,1
29,77.5,2,3,9,4,3,0,2018,2,0
233,90.0,0,10,14,4,2,1,2018,2,1
3,97.5,1,12,19,4,0,1,2018,2,0
90,74.95,0,3,6,4,3,2,2018,1,0
6,121.0,1,6,5,4,0,1,2018,2,0
75,150.3,2,7,2,4,1,1,2018,3,0
102,101.5,0,10,16,3,2,0,2017,2,1
7,78.8,0,5,16,4,0,1,2018,1,0
34,177.33,0,9,23,3,3,0,2017,1,0
125,72.25,0,7,20,4,2,0,2018,2,1
95,103.7,3,12,21,4,5,2,2018,2,0
82,84.15,1,3,27,4,3,2,2018,2,0
1,142.0,2,5,3,4,1,0,2018,2,0
72,105.3,3,4,14,4,3,0,2018,2,0
28,130.0,0,10,29,3,1,0,2017,1,0
48,97.2,2,11,4,4,2,0,2018,2,0
55,104.0,0,4,6,3,1,0,2018,2,0
3,86.0,0,1,19,4,1,0,2018,1,0
89,150.3,1,8,15,4,1,1,2018,3,0
60,75.0,0,3,20,3,2,2,2018,2,1
60,65.0,0,9,21,3,1,1,2017,2,0
126,118.8,0,9,8,4,3,0,2018,2,1
4,65.0,0,10,6,2,3,0,2017,1,0
247,115.0,1,6,6,3,1,1,2018,2,1
45,60.0,0,11,9,3,3,1,2017,2,0
192,76.5,2,8,6,4,3,2,2017,2,0
14,82.8,1,2,3,4,3,0,2018,2,0
35,148.6,2,10,15,4,1,1,2018,2,0
0,200.0,0,9,16,4,1,0,2017,2,0
39,101.5,0,8,14,3,2,0,2017,2,0
47,73.08,1,3,30,4,3,0,2018,2,0
152,109.0,1,7,11,4,1,1,2018,1,1
14,100.0,0,10,15,3,2,0,2017,1,0
3,266.67,5,9,26,4,2,1,2018,3,0
18,125.0,1,8,20,4,1,0,2018,2,0
39,87.0,0,8,14,3,2,0,2017,1,0
265,115.0,1,6,24,3,2,0,2018,2,1
32,140.0,2,10,6,4,3,1,2018,2,0
64,88.4,1,7,28,3,5,2,2017,2,0
86,65.0,1,5,20,3,2,1,2018,2,0
163,105.3,2,8,1,4,0,1,2018,2,1
143,100.0,0,8,25,3,3,0,2018,2,0
149,92.03,0,7,28,3,3,0,2018,2,0
156,114.83,1,7,5,4,4,0,2018,2,1
191,132.0,0,6,3,3,2,1,2018,2,1
40,109.8,0,8,28,4,0,1,2018,2,0
9,65.0,0,12,10,2,1,0,2017,1,0
317,120.0,0,9,15,4,2,0,2018,2,1
13,65.0,0,11,15,2,0,1,2017,1,0
105,75.0,0,4,6,3,1,0,2018,2,1
37,131.03,1,7,20,4,4,0,2018,1,0
73,85.67,0,11,24,3,3,0,2017,2,0
26,163.67,0,6,8,4,3,0,2018,2,1
107,76.5,0,8,12,4,1,0,2017,2,0
59,100.0,0,10,9,3,1,2,2018,2,0
2,91.0,0,11,13,4,2,1,2017,1,0
2,138.67,1,9,12,4,1,2,2017,2,0
151,80.0,0,1,19,3,3,0,2018,1,0
37,105.0,0,10,13,3,3,0,2018,2,0
85,50.3,0,8,11,4,2,0,2017,3,1
2,131.0,1,4,27,4,1,0,2018,2,0
26,99.45,0,11,3,4,5,1,2017,2,0
25,68.0,1,11,10,3,5,2,2017,2,0
168,159.3,0,9,19,4,1,1,2018,3,1
4,100.8,1,10,19,3,2,1,2017,2,0
6,166.0,1,8,5,4,2,0,2018,2,0
124,82.13,0,4,12,4,5,0,2018,2,0
1,12.0,0,8,7,4,0,1,2018,2,0
2,66.0,0,1,14,2,1,0,2018,1,0
62,76.91,1,4,25,4,3,1,2018,2,0
44,125.55,1,10,5,4,2,0,2018,2,1
122,105.9,0,8,21,3,5,3,2018,3,0
34,224.67,0,9,23,3,3,0,2017,2,1
118,110.0,0,6,6,3,2,1,2018,1,0
46,152.1,2,7,27,4,1,0,2018,2,0
153,116.1,0,9,4,4,0,2,2018,2,1
21,91.0,0,2,13,4,1,1,2018,2,1
89,79.5,0,4,9,4,1,2,2018,2,0
130,139.5,2,9,29,4,3,0,2018,2,0
61,120.6,1,9,6,4,2,0,2018,2,1
157,68.0,0,12,8,3,3,0,2018,2,0
50,126.0,2,10,16,4,2,2,2018,2,0
28,115.03,1,4,17,4,1,2,2018,2,1
50,71.33,0,12,31,3,3,0,2017,2,0
159,146.7,0,7,7,4,1,0,2018,3,1
189,72.76,0,10,19,3,5,2,2018,2,0
142,85.5,0,7,1,4,2,0,2018,2,1
1,95.0,0,11,26,4,1,0,2018,2,0
121,90.0,0,6,24,3,2,1,2018,2,1
80,168.3,0,9,12,4,2,1,2018,3,1
129,83.61,2,8,9,4,5,0,2018,2,0
50,52.0,2,1,14,3,3,0,2018,2,0
13,85.0,1,3,20,3,0,1,2018,2,0
60,115.2,0,7,4,4,1,1,2018,1,0
74,109.0,0,9,18,3,2,0,2017,2,0
7,149.0,2,9,7,4,3,0,2018,2,0
12,68.8,0,8,16,3,3,2,2017,3,0
14,105.0,1,9,8,4,3,0,2017,2,0
105,58.0,0,3,18,3,2,1,2018,2,0
66,75.0,0,10,9,3,2,1,2017,2,0
4,72.25,0,7,16,3,2,2,2018,2,1
65,125.1,1,9,27,4,3,0,2018,1,0
58,131.4,1,6,28,4,4,0,2018,2,0
94,60.0,0,12,24,3,3,2,2017,2,0
257,101.5,0,7,1,4,2,0,2017,2,1
29,104.0,1,12,1,4,3,2,2018,2,0
37,158.4,2,10,5,4,2,0,2018,3,0
3,67.0,1,9,12,2,2,1,2018,1,0
65,118.14,1,9,25,4,3,2,2017,1,0
377,90.0,0,10,14,3,2,0,2018,1,0
145,186.3,1,8,11,4,2,0,2018,2,0
56,120.0,0,6,8,3,1,0,2018,2,0
0,159.0,0,7,1,4,1,0,2018,2,0
236,6.0,1,7,28,4,4,2,2018,0,0
141,128.8,1,9,23,4,2,0,2018,2,0
121,74.54,0,5,14,4,3,2,2018,2,0
70,97.2,2,10,18,4,2,0,2018,2,0
37,88.0,0,12,14,4,2,0,2018,2,1
96,190.8,2,10,13,4,3,0,2018,2,0
57,90.67,1,6,10,3,2,1,2018,2,0
204,61.38,0,10,9,3,2,2,2017,1,0
308,78.3,2,11,23,4,3,0,2018,1,1
4,180.0,1,9,25,4,1,2,2018,2,0
244,85.5,1,9,3,4,1,0,2018,2,1
6,121.0,1,11,16,4,1,0,2018,2,0
89,83.66,1,3,21,4,5,2,2018,2,0
79,132.3,1,10,20,4,3,2,2018,2,0
118,186.3,1,7,24,4,0,2,2018,2,0
40,88.2,0,3,20,4,0,1,2018,2,0
116,105.3,0,4,15,4,2,0,2018,2,1
109,146.7,2,7,10,4,0,2,2018,3,0
165,85.0,1,7,18,4,3,1,2018,2,1
1,163.5,0,7,24,4,2,2,2018,1,0
31,96.3,0,6,17,3,5,2,2018,2,0
137,134.3,0,7,28,4,3,1,2018,1,1
31,63.0,0,3,17,3,5,2,2018,2,0
37,105.0,0,10,13,3,3,0,2018,2,0
98,90.45,1,10,30,4,2,2,2018,1,0
90,96.9,0,7,10,3,1,2,2018,3,0
116,79.2,2,12,17,4,1,2,2018,1,0
90,48.6,0,7,7,4,15,5,2017,1,1
49,65.0,0,9,22,2,1,0,2017,1,0
16,155.6,2,11,6,4,3,2,2018,1,0
45,96.9,2,11,24,4,3,2,2018,2,0
1,128.0,1,5,31,4,2,0,2018,2,0
31,100.0,0,6,2,3,2,0,2018,2,0
3,148.13,0,9,19,2,0,1,2018,1,0
8,88.2,0,12,14,4,3,0,2018,1,0
159,99.45,1,8,1,4,3,1,2018,2,0
126,80.75,1,9,12,3,2,1,2018,2,1
74,101.5,0,9,18,3,2,0,2017,2,0
118,183.3,0,7,29,4,2,1,2018,2,1
122,86.0,0,3,27,3,1,2,2018,1,0
2,79.0,0,2,13,4,1,0,2018,2,1
148,105.3,0,5,5,4,3,0,2018,2,0
22,0.0,0,2,2,1,2,0,2018,2,0
228,90.95,0,8,27,4,4,2,2018,2,1
212,67.5,1,11,18,4,2,0,2018,2,1
81,116.1,0,5,7,4,1,2,2018,2,0
37,60.0,0,11,1,3,1,2,2017,2,0
5,88.0,1,12,5,2,1,1,2018,1,0
9,142.67,1,12,30,4,3,0,2017,2,0
73,85.67,0,11,24,3,3,0,2017,2,0
67,81.9,0,4,1,4,2,1,2018,2,0
8,79.0,0,12,14,2,1,0,2018,1,0
282,76.67,0,10,10,3,1,2,2017,2,0
19,80.0,0,10,6,3,3,0,2017,1,0
8,117.67,2,9,3,4,3,0,2017,2,0
16,89.0,1,11,17,4,2,0,2018,2,0
256,115.0,1,6,15,3,2,0,2018,2,1
17,173.67,1,7,28,4,3,0,2018,3,0
130,139.5,2,9,29,4,3,0,2018,2,0
11,88.5,0,10,23,3,2,2,2017,2,0
60,74.8,0,11,21,4,3,1,2018,1,1
232,90.9,0,8,25,4,3,0,2018,1,1
2,85.0,1,1,22,4,2,0,2018,2,0
322,52.0,0,12,9,3,2,0,2018,2,0
69,135.9,1,8,15,4,5,1,2018,2,0
177,76.5,2,8,19,4,4,0,2017,2,0
29,166.25,3,10,5,4,2,0,2018,2,0
96,84.15,1,4,10,4,3,2,2018,2,0
7,71.7,0,3,7,3,5,2,2018,2,0
174,70.0,0,10,10,3,1,1,2017,2,1
48,74.8,1,11,13,4,5,2,2018,2,1
34,118.96,1,3,10,4,8,3,2018,3,1
140,167.45,0,8,1,4,4,1,2018,2,1
55,142.2,2,9,1,4,3,1,2018,3,0
204,81.81,0,7,12,4,4,0,2018,2,1
32,73.0,0,11,20,3,2,0,2017,1,0
188,105.3,0,8,13,4,1,1,2018,2,1
113,55.63,0,3,29,4,4,0,2018,2,0
13,139.0,1,8,11,4,1,0,2018,2,0
0,95.0,1,11,6,4,1,0,2017,2,0
81,103.5,0,7,3,4,3,2,2018,1,0
302,100.0,0,9,16,3,2,1,2018,2,1
6,75.0,0,8,21,3,0,1,2018,2,0
64,140.4,0,5,27,4,2,0,2018,2,1
168,81.2,1,4,21,3,3,2,2018,2,0
158,90.0,1,11,25,4,2,0,2018,2,1
41,249.63,1,10,15,4,5,2,2018,2,0
6,108.0,1,12,12,4,0,1,2018,2,0
195,112.2,2,8,17,4,5,2,2018,2,1
197,96.3,0,10,29,4,1,2,2018,2,1
17,140.0,1,10,19,4,4,0,2018,2,0
0,0.0,0,12,14,1,1,0,2018,1,0
110,114.3,1,7,8,4,2,1,2018,2,0
44,75.0,0,2,17,3,3,0,2018,2,0
14,97.75,1,5,31,4,2,0,2018,1,0
6,65.0,0,7,26,2,3,0,2018,1,0
164,100.0,0,10,2,3,2,0,2017,1,0
20,134.1,1,9,22,4,3,0,2018,2,0
142,109.2,1,6,9,4,3,0,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,1
256,115.0,1,6,15,3,2,0,2018,2,1
15,65.2,1,2,4,4,5,2,2018,1,0
96,119.85,0,5,7,4,3,2,2018,2,1
31,81.0,1,10,26,3,2,1,2017,2,0
89,87.3,1,4,1,4,2,0,2018,2,0
42,71.1,1,3,11,4,2,0,2018,2,0
35,82.45,1,1,29,4,2,1,2018,2,0
30,140.0,0,6,2,3,2,0,2018,2,0
21,194.8,0,8,19,4,3,2,2018,3,0
18,85.0,0,7,17,3,1,2,2018,2,0
80,85.5,2,3,25,4,2,1,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,1
136,85.5,0,6,29,4,3,0,2018,2,1
28,77.0,0,10,19,3,2,1,2017,1,0
138,138.5,1,8,22,3,1,2,2017,3,0
69,110.99,1,4,14,4,5,2,2018,2,1
156,94.91,1,7,11,3,5,2,2018,2,0
71,120.0,0,6,14,3,3,0,2018,1,0
161,130.0,0,3,25,3,2,1,2018,2,1
75,150.45,0,5,9,4,6,3,2018,3,0
49,145.61,1,12,28,4,4,1,2017,2,0
221,65.0,0,10,17,3,1,2,2017,2,0
37,89.0,0,5,18,2,2,0,2018,1,1
5,130.0,1,8,20,4,1,0,2018,2,0
116,109.65,1,5,12,4,3,1,2018,2,0
93,115.0,0,10,15,3,1,2,2018,1,1
80,76.5,1,7,3,4,2,1,2017,2,1
76,120.0,0,10,10,3,0,1,2018,1,1
221,65.0,0,10,10,3,1,2,2017,2,0
3,120.0,2,12,5,4,1,2,2017,2,0
39,133.0,1,12,27,4,1,0,2018,2,0
70,85.0,1,7,11,3,5,1,2018,2,0
41,159.3,0,3,25,4,2,0,2018,3,1
72,72.0,1,11,19,3,5,2,2018,2,0
1,90.0,0,9,9,2,2,0,2017,1,0
1,66.0,0,1,5,2,3,0,2018,1,0
228,93.3,0,10,30,4,1,2,2018,1,1
54,65.0,0,10,5,2,0,1,2017,1,0
13,113.0,0,9,13,3,3,2,2017,2,0
7,161.33,2,10,9,4,2,1,2017,2,0
110,108.0,1,10,12,4,1,0,2018,2,1
58,152.7,1,9,28,4,3,0,2018,2,0
2,76.0,1,1,4,4,0,1,2018,1,0
190,117.45,0,12,22,4,8,3,2018,3,0
35,85.0,0,10,19,3,3,0,2018,2,0
32,124.25,2,9,16,4,2,2,2018,1,0
63,48.51,1,2,16,4,3,0,2018,1,0
26,89.0,1,2,3,4,4,0,2018,2,0
181,120.0,0,10,11,3,2,0,2018,1,1
71,82.45,1,3,28,4,3,1,2018,2,0
28,95.0,0,4,18,4,0,1,2018,1,1
28,160.2,1,10,18,4,3,0,2018,2,0
8,87.98,3,12,22,4,3,1,2018,2,0
58,180.9,2,6,27,4,1,1,2018,2,0
9,86.0,0,12,16,4,1,0,2018,1,0
6,114.5,2,9,2,4,4,0,2017,2,0
74,101.5,0,9,18,3,2,0,2017,2,0
24,142.0,1,9,11,4,0,2,2018,2,0
125,143.1,0,9,20,4,5,1,2018,2,1
80,73.1,0,3,30,4,8,2,2018,2,1
105,75.0,0,10,12,3,3,0,2018,2,0
60,102.68,1,6,9,3,1,0,2018,2,0
6,92.0,0,2,22,4,2,1,2018,1,0
52,149.4,2,9,7,4,2,0,2018,3,0
58,75.0,1,11,19,3,1,2,2018,2,0
184,98.1,0,10,12,4,1,0,2018,2,1
2,75.0,0,9,5,3,1,0,2017,1,0
79,102.6,1,12,18,4,1,2,2018,2,0
418,75.0,0,9,26,3,2,1,2018,2,1
0,158.0,2,9,23,4,2,0,2017,1,0
76,93.6,1,11,3,4,3,0,2018,2,1
119,114.3,1,8,13,4,2,2,2018,2,0
77,115.8,1,4,18,4,2,1,2018,2,0
16,75.0,0,3,11,2,1,0,2018,1,0
32,137.52,0,9,13,4,5,2,2018,2,1
185,90.95,1,7,5,4,4,0,2018,2,1
132,124.8,1,7,29,4,2,1,2018,2,0
57,228.6,2,9,26,4,1,1,2018,3,0
77,140.4,0,5,17,4,3,0,2018,2,1
125,114.3,1,5,7,4,1,2,2018,2,0
164,100.0,0,10,2,3,2,0,2017,1,0
164,100.0,0,10,2,3,2,0,2017,1,0
50,80.1,2,3,29,4,1,0,2018,2,0
21,85.0,0,10,4,3,3,0,2018,2,0
79,52.85,2,11,18,4,4,0,2017,2,0
44,94.5,0,10,12,4,2,1,2017,2,0
93,80.75,1,6,3,3,2,0,2018,2,0
44,75.0,0,2,17,3,3,0,2018,2,0
51,63.75,0,3,9,4,6,2,2018,2,1
103,94.5,0,7,18,3,1,2,2017,2,1
0,129.0,1,6,4,4,1,0,2018,2,0
162,115.0,0,10,14,3,2,2,2018,1,1
6,156.0,1,6,19,4,0,1,2018,2,0
6,106.07,1,9,22,4,3,0,2017,2,0
9,169.11,0,9,20,4,5,4,2017,2,0
115,126.9,1,5,13,4,2,0,2018,2,0
21,123.5,0,8,28,4,4,2,2018,2,0
1,89.0,2,4,17,4,0,1,2018,2,0
57,115.04,2,9,21,4,1,0,2018,2,0
85,72.76,0,4,11,3,5,1,2018,2,0
17,107.5,0,11,18,4,2,2,2018,2,0
2,65.0,0,7,10,2,0,2,2018,1,0
35,118.8,0,9,5,4,3,1,2018,3,0
123,162.0,0,9,20,4,5,1,2018,3,1
256,0.0,0,9,14,4,0,0,2017,2,1
22,72.64,1,2,26,4,2,1,2018,2,0
64,99.3,1,4,17,4,1,2,2018,2,0
139,68.0,0,11,16,3,4,2,2018,2,1
33,108.9,0,5,25,4,1,0,2018,1,0
91,116.1,0,6,18,4,1,1,2018,2,1
275,110.0,0,4,17,4,0,2,2018,2,1
93,60.67,0,12,30,3,3,0,2017,2,0
113,96.3,0,4,25,4,2,1,2018,2,0
67,68.0,0,12,16,3,2,0,2018,2,0
99,81.0,0,2,19,2,1,0,2018,1,0
161,91.38,0,7,31,4,2,2,2018,2,1
250,84.15,2,12,30,4,2,2,2018,2,1
85,75.0,0,12,8,3,3,0,2018,2,0
188,61.88,0,11,21,3,2,1,2018,2,0
40,60.48,2,11,12,4,3,2,2018,2,0
30,195.53,0,9,24,4,2,2,2018,2,1
183,98.1,0,10,11,4,1,0,2018,1,1
94,110.75,1,3,28,3,5,1,2018,2,0
196,85.5,0,8,30,4,3,0,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,0
1,70.82,0,11,25,4,3,2,2018,2,0
71,263.91,0,10,20,4,3,1,2018,2,1
114,75.0,0,7,1,4,2,1,2018,1,1
335,55.33,0,10,13,3,3,0,2018,1,0
16,6.0,0,3,8,1,2,0,2018,1,0
167,119.85,0,9,3,4,10,4,2018,2,1
42,86.4,1,10,6,4,1,0,2017,2,1
256,90.0,0,6,15,3,2,0,2018,1,0
151,168.3,2,7,10,4,1,2,2018,3,1
34,48.67,0,1,17,3,1,2,2018,2,0
54,89.46,0,3,17,4,3,1,2018,2,1
0,124.0,0,8,18,4,1,0,2017,2,0
116,79.2,2,12,17,4,1,2,2018,1,0
44,143.44,2,10,18,4,5,0,2018,2,0
37,89.3,0,2,11,4,3,0,2018,2,0
8,158.0,2,9,9,4,1,0,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,1
15,136.0,0,6,22,3,1,0,2018,1,0
32,136.0,1,10,24,4,1,1,2017,1,0
66,75.0,0,10,9,3,2,1,2017,2,1
222,80.75,1,10,12,3,4,0,2018,2,0
180,70.0,0,10,16,3,1,0,2017,2,1
17,85.47,1,6,12,4,0,1,2018,2,0
79,88.4,1,12,7,4,4,0,2018,2,0
30,85.0,0,10,27,3,3,0,2018,2,0
51,96.3,1,9,3,3,1,2,2018,2,0
199,168.3,2,7,23,4,1,2,2018,2,1
17,65.0,0,12,9,2,1,0,2018,1,0
140,70.0,0,12,29,3,5,0,2017,2,0
157,133.6,0,10,7,3,1,0,2018,3,1
120,80.75,3,6,18,3,3,2,2018,2,0
7,83.58,0,12,26,4,1,2,2017,0,0
3,110.0,0,10,3,0,0,1,2018,2,0
28,115.37,1,8,28,4,4,2,2018,2,1
104,94.5,0,7,16,4,1,0,2018,2,1
134,198.9,0,5,26,4,3,0,2018,2,1
0,75.0,0,1,6,4,1,0,2018,2,0
15,106.33,0,4,15,4,2,1,2018,2,1
22,62.0,0,11,17,2,1,0,2017,1,0
221,73.0,0,8,12,3,1,0,2018,1,0
256,115.0,1,6,15,3,2,0,2018,2,1
44,75.0,0,2,17,3,3,0,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,1
181,112.2,1,8,4,4,5,2,2018,2,1
6,126.0,1,5,9,4,1,1,2018,2,0
36,117.9,2,4,2,4,1,1,2018,2,0
1,117.0,0,2,27,4,1,1,2018,2,0
51,88.0,0,11,2,4,4,1,2018,2,1
270,62.8,0,4,20,3,4,0,2018,2,1
2,110.0,0,5,19,0,1,0,2018,1,0
32,81.9,0,3,17,4,2,0,2018,2,0
13,85.0,1,3,20,3,0,1,2018,2,0
118,110.0,0,6,6,3,3,1,2018,1,0
1,210.0,1,9,22,4,1,0,2018,1,0
138,109.8,1,6,29,4,3,0,2018,2,1
1,93.0,2,2,10,4,4,0,2018,2,0
6,78.2,0,11,4,3,4,1,2017,2,0
106,90.0,2,11,4,4,2,1,2018,2,1
20,80.0,1,1,5,2,2,0,2018,1,0
2,67.0,0,5,11,2,1,0,2018,1,0
270,70.0,0,4,20,3,4,0,2018,1,0
131,94.5,0,8,15,3,1,2,2017,2,1
79,183.6,1,9,15,4,3,2,2018,1,1
94,108.0,0,10,6,4,3,1,2018,2,1
0,84.0,0,11,28,2,0,1,2018,1,0
33,85.5,0,4,5,3,4,0,2018,2,0
40,134.0,0,11,6,3,0,2,2018,2,0
35,88.4,1,11,16,4,4,0,2018,2,0
30,125.1,1,8,15,4,5,2,2018,2,0
94,65.45,2,11,23,4,2,1,2017,2,0
124,94.5,0,8,8,3,1,2,2017,2,1
31,78.0,3,5,21,3,1,0,2018,2,0
26,130.0,1,10,29,4,1,0,2018,2,0
99,65.0,0,10,30,3,2,2,2017,2,1
42,94.5,0,4,20,3,2,0,2018,2,0
73,79.2,2,11,27,4,2,1,2017,2,0
130,139.5,2,9,29,4,3,0,2018,2,0
193,93.09,1,9,29,4,3,0,2018,2,1
313,91.8,1,12,1,4,3,0,2018,2,1
1,124.0,1,8,1,4,1,1,2018,1,0
11,150.0,1,11,5,4,1,0,2018,2,1
304,89.0,0,11,3,3,3,0,2018,2,1
189,96.3,4,10,28,4,2,1,2018,2,0
256,115.0,1,6,15,4,2,0,2018,2,1
98,59.5,1,12,29,3,3,0,2017,2,0
41,130.9,2,12,2,4,2,2,2018,3,0
11,116.71,3,10,23,4,5,2,2017,1,0
8,129.0,1,10,20,4,3,0,2017,1,0
6,149.33,1,4,2,4,1,2,2018,3,0
